uid,iid
10306,6617
8599,6098
8599,12105
5945,4115
5945,6027
5945,6068
5945,6119
5945,6152
5945,6363
5945,7378
5945,11920
5945,12105
10355,6658
10355,7680
7505,8233
7505,14647
12110,7815
9521,6267
9521,12363
828,65
5830,3998
7303,4554
4744,2672
1945,447
1945,4625
1945,4632
1943,447
13414,10184
1693,309
1693,8974
13855,10695
13855,13485
10307,6617
6653,4186
11016,7094
6328,4162
7660,5049
281,24
281,28
17142,14435
16155,12975
448,42
448,53
448,6159
448,10099
448,11920
448,12089
448,13199
448,14326
13102,9264
14467,11671
14467,15335
14042,11052
11876,7671
13754,10507
9244,6196
9244,11973
9244,11979
9244,11986
9244,12101
9244,12975
9244,13199
9244,14428
15025,12103
1568,11174
15570,12331
8836,6119
470,48
470,4135
8496,6068
8496,6166
8496,7816
8496,14428
17181,14457
4563,11901
15143,12118
14906,12075
8978,6149
6659,4186
6659,12383
7780,5101
9715,6291
9078,6159
9078,11932
9078,13164
9078,14559
9078,14561
8274,6045
13575,10296
7246,4503
7246,6891
7246,7611
2626,1177
16909,14312
16909,14445
13896,10811
4287,2319
4362,2342
4362,4169
10931,6990
10931,10049
6853,4206
6853,7332
8219,6032
8655,6110
16711,13564
5264,3242
5264,6806
16793,13718
9710,6291
9710,14465
9710,14538
4436,2353
6406,4167
12967,9114
11432,7438
3953,2253
3953,7584
3953,11959
3953,11986
3953,12009
3953,12129
3953,13042
7177,4435
11363,7404
14987,12100
1590,4207
1321,103
1321,11923
11076,7198
10252,6613
9766,6300
546,50
546,53
546,2375
546,4112
546,6032
546,6088
546,11932
546,12139
8850,6119
16333,13164
12864,8897
13666,10575
13666,11174
2178,683
2178,6179
2178,6309
2178,6317
17225,14501
1540,215
4966,3160
4966,5049
4966,10127
4966,12211
4966,12292
4966,14337
14550,11910
7101,4354
1364,138
1364,6141
1364,15078
4280,2318
4280,10251
4280,12363
4849,2908
4849,6068
4849,6156
4849,7404
4849,14398
4849,14448
5745,3849
5745,9211
13381,10179
13195,9602
15064,12105
15064,14416
1560,224
13408,10182
13408,13027
13408,14397
13408,15045
4376,2343
4376,6746
4376,7847
4376,7864
4376,12383
8208,6032
8208,6032
8208,7378
8208,7423
15595,12342
17099,14433
6362,4167
6362,6263
6362,10136
6362,10144
6362,12057
8535,6068
15894,12468
14077,11081
11928,7701
11928,13121
15082,12105
3120,1670
3120,7100
3120,11976
3120,12467
16753,13656
12765,8705
5666,3744
5666,7584
12448,8210
12448,8637
9218,6196
8690,6119
8690,14326
9621,6282
1468,202
1468,13054
16323,13164
11843,7660
2351,791
2034,533
2034,549
2034,550
2034,559
2034,573
2034,618
2034,2991
2034,4922
2034,5036
2034,6600
2034,7228
2034,7266
2034,7345
2034,8711
2034,9793
2034,9810
2034,9967
2034,9991
2034,10047
2034,14147
2034,14149
2034,14161
2034,14166
2034,14167
2034,14179
2034,14258
2034,16010
16707,13560
15048,12105
17194,14466
4550,2438
5245,3242
5245,5097
5245,14506
6666,4186
4915,3152
4915,3764
4915,5626
9367,6239
9367,7501
9367,11919
9367,12959
6222,4157
17414,15025
4524,4133
4524,6291
4524,6307
4524,10581
9178,6174
9178,12078
9178,12139
13287,10128
9346,6220
7876,5202
7876,10217
7876,10342
7876,10575
7876,12152
7876,13181
16674,13527
15226,12150
2324,787
2324,6219
2324,14501
4643,2552
4643,4428
9857,6318
12529,8302
12529,8537
12529,8965
11815,7634
8834,6119
12419,8102
10081,6477
6701,4186
6701,10139
6701,10171
6701,10188
6701,10210
6701,10296
510,48
510,65
510,4111
510,7584
510,12149
7139,4413
7139,7655
7139,12310
12023,7769
12011,7754
12011,12040
16522,13335
11057,7140
3938,2252
3938,6159
3938,6616
3938,7332
3938,8643
3938,12454
3938,12622
2622,1177
2622,6122
2622,12170
1413,178
11478,7481
11044,7112
1044,85
1044,6159
3959,2253
3959,7372
2843,1316
2843,2213
2843,2219
2843,2253
2843,2260
2843,2267
2843,2307
2843,2351
2843,3735
2843,3744
2843,4292
2843,6019
2843,6073
2843,6095
2843,6137
2843,6247
2843,6313
2843,6316
2843,6643
2843,6658
2843,7792
2843,7855
2843,7920
2843,7951
2843,8302
2843,9023
2843,10151
2843,11984
2843,12058
2843,12170
2843,12257
2843,12371
2843,12454
2843,12478
2843,14350
2843,14354
2843,14453
15201,12138
11304,7378
11689,7585
760,56
12772,8716
7697,5067
1161,94
8267,6043
8267,6068
7938,6565
9634,6283
14831,12019
16786,13698
11861,7667
5940,4113
5940,4632
17436,15045
5760,3849
5760,13666
8153,6016
9434,6247
14068,11081
887,75
887,12102
585,53
585,2227
585,6032
585,6196
585,12256
585,12975
585,13121
585,14428
1279,101
1279,11053
1279,11633
10838,6901
7614,5038
16771,13677
16771,13703
10063,6459
5731,6720
5731,11053
12230,7893
12230,12442
11748,7612
4301,2321
4301,7746
4301,7819
4301,10235
4301,10883
4301,12130
4301,13399
5622,4395
6877,4206
6877,4207
6877,7920
15875,12462
13290,10128
13290,13077
1775,337
1775,3467
1775,4632
1775,6219
1775,6247
1775,6613
1775,6897
1775,7005
6311,4161
11805,7631
11805,12081
5278,5019
5886,4104
1971,447
1971,9791
13159,9348
13159,9583
1735,314
1735,5264
1735,6958
1735,11255
1735,11470
1735,11976
11230,7332
11230,8025
4460,2354
4460,6660
1968,447
1968,4554
495,48
495,6027
495,7378
495,14384
495,14442
3950,2253
3950,11920
786,59
15162,12130
15162,12467
15162,12476
9955,6363
1412,314
1412,333
1412,6737
1412,6897
1137,92
11426,7438
11426,7584
11426,11649
11426,11973
724,54
724,6565
1415,178
1415,223
1415,15078
13966,10978
7504,4798
7504,6937
7504,13581
12324,7920
12324,12289
10675,6806
16592,13409
13141,9294
12333,7928
13485,10206
5800,3945
14761,11986
14761,12078
14761,12338
13472,10206
13472,12309
12918,8976
14285,12622
14285,13164
5951,4115
16218,13049
6075,4130
17080,14428
5016,3165
14673,11962
2597,1176
2597,1177
2597,6149
2597,12015
10556,6733
10556,12936
5933,4112
2665,1180
2665,1670
2665,5361
2665,13093
16804,13730
3550,2101
6583,4179
7728,5083
7728,6267
15182,12135
8976,6149
8976,10558
4728,2670
4728,9131
7439,4644
3284,1863
17370,14764
5134,3177
5225,3231
5225,8769
5225,12361
14420,11633
11962,7720
11962,7753
4747,2676
13109,9264
13064,9241
2005,495
2005,6303
8961,6143
1600,257
9128,6163
9128,6239
9128,6653
9128,14416
5833,3999
971,82
8931,6132
8931,6149
8931,6240
8931,7492
8931,7577
8931,8358
8931,13199
11461,7462
13379,10178
13539,11312
13539,11423
9904,6328
6553,4174
6553,4180
15052,12105
11847,7661
11847,13241
10728,6852
6394,4167
6394,6247
6394,10581
5110,3173
12083,7802
12424,14501
17265,14514
1501,211
8238,6032
8238,6119
8238,7370
8238,14428
9861,6322
15916,12479
12913,8969
378,36
378,53
378,2227
378,2256
378,2267
378,2278
378,2288
378,6035
378,6068
378,6109
378,6113
378,6119
378,6728
378,7381
378,7548
378,7577
378,7584
378,7776
378,10152
378,11649
378,11984
378,12005
378,12050
378,12088
378,12105
378,12231
378,12237
378,12403
378,12975
378,13181
378,14308
378,14400
378,14428
378,14432
378,14435
378,14436
378,14448
378,14450
378,14520
12869,8902
3087,1646
3087,14386
3087,14764
14271,11384
15135,12105
9191,6174
9191,6196
9191,7584
9191,10296
9191,11984
9191,12014
9191,12102
9191,12975
9191,14435
14812,12015
14812,12101
14812,12105
5907,4110
11664,7584
5042,3172
5042,4111
5042,4354
5042,7462
5042,7539
5042,7587
5042,7675
5042,7694
5042,8302
5042,10125
5042,11923
5042,12021
5042,12128
7388,4625
12055,7776
13474,10206
13474,12284
15857,12462
15857,14476
15857,14538
6245,4157
3069,2366
3069,2666
3069,2733
3069,6149
3069,6885
3069,6921
3069,7592
3069,9237
3069,11245
3069,14901
3069,15436
17481,15192
8854,6119
8854,12105
9765,6299
11893,7680
11893,12975
14355,11491
12045,7773
3260,1850
3260,5120
4112,2270
4112,4137
4112,7423
4112,7541
4112,7577
4112,7589
4112,11918
4112,11968
4112,12021
16107,12936
7896,14609
11462,7462
11462,7550
11462,14555
6100,4135
10848,6901
10848,6958
5695,3748
11406,7423
11406,13280
12486,8241
12145,7822
12145,8429
12145,10989
12145,12007
5611,4523
7206,4466
7206,12476
7206,13033
15108,12105
2481,921
11413,7427
169,13
169,29
169,48
169,48
169,4135
169,6037
169,6074
169,6159
169,6161
169,7548
169,7583
169,7584
169,14325
15332,12238
1699,309
1699,6694
16229,13054
2025,4611
2025,4870
2025,4922
2025,4939
2025,9646
2025,9810
2025,12080
2025,13004
2025,13335
2025,13513
2025,13889
2025,13893
2025,13894
2025,14058
2025,14071
2025,14147
2025,15916
17592,15860
8019,6309
8019,11324
8019,15036
14864,12033
4407,2349
4407,5036
4407,8408
4407,11103
4407,12480
4407,14312
7479,4696
7479,9077
7479,13620
4916,3152
4916,3154
4916,3165
4916,11963
4916,12007
4916,12959
4916,14311
4058,2267
4058,6016
15823,12442
2156,681
2156,4168
2156,6156
2156,6159
2156,12089
2156,14325
10676,6806
6434,4168
6434,6272
6434,14541
6434,14541
6434,15035
12758,8705
4696,2611
13608,10296
4705,2622
4705,7551
4963,3160
14741,11982
16669,13518
2058,550
2058,2322
2058,4706
2058,4858
2058,7010
2058,7028
2058,7482
2058,8711
2058,9019
2058,9077
2058,9241
2058,9669
2058,9702
2058,10993
2058,13335
2058,13608
2058,13703
2058,13809
2058,14090
2058,14258
2058,15301
2058,15335
2058,15605
11548,7528
11384,12405
11384,14416
17185,14465
7432,4640
13224,9783
5516,10930
10563,8802
10563,8980
10563,13098
10563,13446
10563,14530
14789,11998
15424,12288
964,82
1069,85
1069,6958
1069,7893
1069,13534
1069,13584
1069,13586
1069,15410
3382,11522
9019,6159
9019,13199
7319,8327
5746,3849
5746,6019
5746,6154
5746,6247
5746,6412
5746,6940
5746,8495
5746,10456
5746,11195
5746,13446
5746,13446
1527,212
1527,5795
1527,14480
1527,15078
11601,7572
9889,6325
6195,4151
5201,3219
5201,3281
16357,13164
5948,4115
5948,5043
5948,7815
5948,8963
5948,13381
12566,8404
3088,1646
13518,10237
13518,11060
9311,6219
9311,7682
8811,6119
9780,6307
8530,6068
6390,4167
6390,4180
6390,4207
6390,12310
6390,12707
10934,7774
14714,11974
14714,11995
14714,12342
14714,14371
4494,2360
5788,3936
6572,4179
3923,2252
3923,6119
3923,6279
3923,13199
4416,2352
4416,15200
16990,14391
16990,14432
16990,14466
16990,14479
16990,14520
1593,659
1593,7187
1593,11289
1593,11979
1593,12918
12724,11998
16295,13129
7428,4634
7428,6785
7428,6897
7428,7908
736,56
8038,5626
17410,14986
17410,15632
8113,6015
8113,7370
11719,7589
11719,12405
7630,5046
7630,6119
11301,7378
4181,2292
4181,4161
4181,6239
4181,6672
4181,7622
4181,12222
4181,14399
15467,12297
3274,3267
3274,7651
3274,12268
3274,12442
12914,8969
12914,11384
12914,12243
9667,6288
13113,9267
13113,11991
13113,12340
8703,6119
13433,10196
16538,13341
13954,10930
1893,426
6381,4167
6381,5099
6381,7711
12252,7893
6063,4130
6063,7667
6063,7919
6063,12093
6063,12242
292,25
292,2246
292,12088
292,14435
8989,6152
8989,13121
10925,6988
7476,4683
7476,13646
14625,11926
14625,13152
3644,2217
3644,12134
3644,14416
4501,2366
4501,2560
4501,6316
4501,15024
3210,1826
3210,3197
1680,309
1680,1647
1680,4296
1680,4625
1680,12332
1680,12975
1396,4292
1396,7423
1396,7506
13836,10673
3454,1993
17569,15653
11794,7628
11794,7924
11794,12405
11794,13118
8857,6119
16636,13493
11730,7597
11730,10227
3225,1830
7664,5049
7664,6125
16136,12975
8464,6068
2060,550
2060,1105
2372,796
5872,4101
5872,4112
5872,10114
5872,12105
9132,6166
2463,901
2463,4310
2463,5617
2463,6940
2463,7816
2463,8891
2463,9077
2463,12075
2463,13301
2463,13668
10369,6658
7510,4812
7510,15525
7940,14488
3704,2222
3704,8560
16667,13517
4361,2342
4361,4206
4361,4207
4361,6309
8797,6119
7350,6939
7350,8938
11562,7535
10911,6958
5323,3280
2450,878
2450,12462
15610,12342
16224,13054
11519,7506
11519,7622
13695,11072
14957,12089
4066,2267
4066,6447
12072,7792
13266,10107
16467,13266
8741,6119
12471,8233
8636,6107
8636,6107
8636,12329
4613,2523
4613,7232
4613,7372
4613,8711
3584,7730
3584,7870
3584,8080
3584,8233
3584,9153
3584,9218
5850,13284
6080,4131
4319,2323
3987,2256
3987,3173
3485,4456
3485,4588
3485,4716
3485,10602
3485,10690
3485,11128
3485,13427
309,28
309,4112
309,6314
309,7693
309,12085
5304,3267
12646,8586
12646,14499
7662,5049
7662,7816
7662,12135
14569,11915
633,53
633,7701
11578,7551
13951,10930
16685,13531
256,23
256,6068
256,6658
256,11938
256,12180
256,12239
256,12959
256,12975
256,13121
14897,14326
14590,11920
14590,12018
14590,14435
344,33
344,7950
17148,14435
12714,8654
4087,2267
4087,6058
4087,6109
4087,7559
4087,8210
4087,11984
2003,495
2003,6737
2003,7770
2003,9783
2003,14090
12682,8637
17321,14555
16393,13199
193,16
193,785
193,1179
193,1180
193,2230
193,4354
193,4395
193,7705
193,10111
193,12055
193,12356
3860,2250
3860,2252
3860,4161
3860,7584
3860,12023
3860,12170
3860,12356
3860,14397
3860,14435
2785,3173
17257,14507
17002,14397
15882,12467
13384,10179
13384,10204
13384,12367
1153,93
1153,787
1153,796
1153,2306
1153,2310
1153,2312
1153,3161
1153,4206
1153,5099
1153,6272
1153,6303
1153,7724
1153,7729
1153,7743
1153,7744
1153,7794
1153,7796
1153,7852
1153,7854
1153,7923
1153,12361
1153,12383
1153,12433
1153,12454
1153,12475
1153,13164
15134,12105
668,53
668,7372
1580,238
1580,279
1580,8025
1580,13005
5089,3173
14010,11020
6660,4186
14436,11649
16235,13061
168,12
168,65
168,2227
168,2258
168,3152
168,3154
168,4142
168,4157
168,6019
168,6140
168,6184
168,6247
168,7628
168,12014
168,12088
168,12134
168,12516
168,14325
168,14337
11929,7701
11024,7096
9007,6156
2792,1279
11878,7674
947,78
8564,6081
3246,2274
3246,2375
3246,2552
3246,2554
3246,6032
3246,6267
3246,6288
3246,6304
3246,6691
3246,6701
3246,7586
3246,7802
3246,7837
3246,7847
3246,7854
3246,7863
3246,8622
3246,8886
3246,12129
3246,12326
3246,12336
3246,12426
3246,12430
3246,12440
3246,12468
13556,10416
14133,11174
4221,2309
4221,12462
4261,2312
9283,6210
9283,7661
5332,3280
5332,8703
5332,8921
17090,14429
11480,7481
5228,3231
14594,11920
14594,12182
3895,2252
3895,2375
15832,12442
12995,9162
1381,146
1381,10578
652,53
652,7624
652,7632
652,11991
652,12044
652,12105
3504,2041
16735,13622
12836,8843
16926,14325
16003,12615
4925,3154
4925,6019
4925,6119
4925,6159
4925,6247
4925,7492
4925,11649
11440,7438
313,29
313,2249
313,2254
313,2375
313,4137
313,6018
313,6019
313,6027
313,6053
313,6068
313,6119
313,6149
313,6152
313,6159
313,6161
313,6247
313,6420
313,7567
313,7584
313,7623
313,11894
313,11920
313,12016
313,12109
313,13199
313,14428
8066,13199
8734,6119
8734,12105
15734,12390
13428,10193
12953,9077
6236,4157
6236,4161
6236,6110
6236,6212
6236,12034
6236,12193
9086,6159
8223,6032
2090,6166
2090,7164
2090,7171
2090,8305
2090,9759
2090,14167
10582,6746
15853,12460
15853,12462
15853,12490
17189,14465
16256,13098
1293,101
1293,4186
12305,7919
4255,2312
9561,6271
9561,12471
398,36
398,56
398,192
398,223
398,408
398,2334
398,2528
398,2821
398,6616
398,6725
398,7070
398,7418
398,7611
398,7713
398,7849
398,7877
398,8442
398,8528
398,8705
398,8931
398,8969
398,11421
398,12454
398,13027
398,13143
398,13739
398,14501
398,14803
398,14945
580,53
580,14326
580,14541
17173,14444
16879,14167
15993,12600
14899,12074
3960,2253
3960,2255
3960,2258
3960,2267
3960,2297
3960,2306
3960,2310
3960,2312
3960,2321
3960,2323
3960,3173
3960,5068
3960,6219
3960,6281
3960,7372
3960,7388
3960,7632
3960,7701
3960,7715
3960,7726
3960,7729
3960,7740
3960,7754
3960,7773
3960,7809
3960,8102
3960,8302
3960,8586
3960,8769
3960,11912
3960,11984
3960,11986
3960,12019
3960,12133
3960,12134
3960,12175
3960,12243
3960,12252
3960,12268
3960,12275
3960,12278
3960,12279
3960,12292
3960,12383
3960,13181
3621,2213
3621,2218
3621,6057
3621,6283
11864,7667
11864,8705
11864,12100
11864,12462
316,29
316,33
316,1177
316,2225
316,2227
316,2249
316,2274
316,6058
316,6097
316,6119
316,6159
316,6358
316,6420
316,7372
316,7442
316,7462
316,7486
316,7535
316,7567
316,7585
316,7589
316,7617
316,8637
316,11920
316,11960
316,11984
316,12034
316,12078
316,12088
316,12105
316,12123
316,12134
316,12975
316,13199
316,14384
4920,3154
4920,7493
4920,7614
4920,8210
15017,12102
13465,10206
6587,4179
11411,7426
8182,6027
8182,14516
3407,1978
5494,4161
5494,6219
5494,10181
16715,13569
2908,1435
7099,4354
7099,6147
7099,6179
6116,4137
8994,6152
8994,11963
14533,11895
4094,2267
729,56
729,2262
729,14340
17186,14465
1623,271
1623,4113
1623,4523
1623,11650
9207,6184
12459,8233
12459,11623
2831,1310
3395,6267
3395,11081
3395,12467
6199,4153
6199,4167
6199,4180
6199,4207
6199,6068
6199,6119
6199,6658
6199,7484
9786,6308
9786,6313
9786,6395
9786,7409
9786,12138
13646,10334
4266,2316
4266,5083
4266,7589
4266,7630
4266,11988
4266,12050
17007,14398
3568,3415
3568,11076
3568,11618
3568,12227
13079,9260
13079,13642
13079,13656
931,77
821,62
821,4710
821,5626
821,6958
821,8741
821,9110
821,10179
821,10407
821,12146
821,12516
821,12587
12881,8907
13023,9208
4713,7586
8641,6107
12346,7934
12346,8233
8796,6119
14638,11932
15948,12490
1553,223
1553,6840
16129,12975
10519,6701
10519,11304
10519,14350
10519,15031
16749,13649
15582,12339
16267,13120
10752,6858
11046,7117
14772,11986
12535,8303
850,67
850,4137
850,7580
5200,3219
10920,6988
9176,6174
9176,11921
9176,13199
9176,14399
9291,6212
9291,11998
9291,14428
3490,2030
1497,211
1497,1686
1497,8536
12062,7779
12062,13180
12062,14331
5335,3281
15476,12297
15476,14506
684,53
13928,10867
13928,15192
10229,6603
13867,10724
2479,921
12599,8500
9846,6316
13837,10673
927,77
927,12233
927,12650
4204,2300
4204,6154
4204,12102
12010,7754
14478,11691
1040,85
1040,2309
1040,2323
1040,6700
1040,12025
1040,12297
8420,6068
1517,212
1517,1251
1517,2490
1517,4541
1517,6240
1517,8716
1517,10171
1517,10197
1517,10206
1517,11032
1517,11076
1517,11174
1517,11221
1517,11324
1517,11407
1517,11469
1517,11487
1517,11496
1517,12340
1517,15177
16376,13190
6315,4161
6315,7701
13596,10296
912,77
912,6658
912,7585
912,7628
16378,13193
14107,11111
14192,11255
14192,14308
14192,14456
14192,15116
14640,11932
9250,6196
9250,7680
9250,9270
5591,8654
5591,11230
15183,12136
17170,14436
11625,7578
6820,4202
3725,2227
3725,2267
3725,4161
3725,6241
3725,7378
3725,7481
3725,7699
3725,8727
3725,12009
3725,12231
3725,14326
3725,14465
364,36
364,53
364,58
364,2253
364,6016
364,6017
364,6049
364,6068
364,6072
364,7381
364,7423
364,7567
364,7583
364,7623
364,10313
364,11920
364,11921
364,11925
364,12061
364,12132
364,12170
364,13180
364,14384
364,14427
364,14435
7999,5514
7999,6220
7999,12103
7999,12417
7999,12467
7999,13239
15626,12354
5858,7021
5858,15632
7363,4625
7363,12246
15699,12383
372,36
372,1315
372,2252
372,2280
372,6119
372,7557
372,8705
372,11984
372,14374
372,14379
372,14428
372,14429
372,14430
17417,15031
15299,12218
6410,4168
8037,5626
9217,6196
6811,4202
6811,6291
7695,5064
15110,12105
13724,10461
808,62
6597,4180
11156,7332
2635,1177
10589,11421
10589,11469
311,28
311,4172
311,12206
311,13382
517,48
8705,6119
13420,10185
13420,12363
8593,6097
8593,6565
8593,11468
6910,4207
6910,6291
5246,3242
5246,4148
5246,4174
5246,7779
5246,12105
2967,6312
16912,14318
16912,14357
16912,14359
16912,14368
16912,14533
6074,4130
6074,4266
6074,4596
6074,4640
624,53
1230,101
9547,6267
11502,7491
13297,10134
10801,6865
10801,13234
8468,6068
6490,4169
16207,13036
9194,6174
2923,1447
1075,86
1075,95
1075,101
1075,102
1075,104
1075,211
1075,282
1075,312
1075,313
1075,315
1075,349
1075,431
1075,447
1075,488
1075,495
1075,497
1075,533
1075,553
1075,573
1075,659
1075,663
1075,665
1075,668
1075,764
1075,796
1075,1251
1075,1280
1075,1289
1075,1398
1075,1428
1075,1457
1075,2321
1075,2353
1075,2355
1075,2357
1075,2516
1075,2535
1075,2541
1075,2552
1075,2554
1075,2570
1075,2572
1075,2601
1075,2607
1075,2611
1075,2614
1075,2626
1075,2680
1075,2698
1075,2716
1075,2733
1075,2821
1075,2826
1075,2866
1075,2874
1075,2930
1075,2991
1075,3011
1075,3014
1075,3019
1075,3086
1075,3102
1075,3138
1075,3174
1075,3242
1075,3936
1075,4148
1075,4179
1075,4181
1075,4200
1075,4206
1075,4207
1075,4208
1075,4214
1075,4280
1075,4354
1075,4428
1075,4466
1075,4467
1075,4488
1075,4503
1075,4510
1075,4517
1075,4520
1075,4531
1075,4554
1075,4561
1075,4572
1075,4584
1075,4586
1075,4587
1075,4588
1075,4595
1075,4608
1075,4611
1075,4612
1075,4625
1075,4632
1075,4634
1075,4644
1075,4645
1075,4646
1075,4651
1075,4653
1075,4663
1075,4681
1075,4710
1075,4794
1075,4868
1075,4870
1075,4922
1075,4939
1075,4996
1075,5102
1075,5148
1075,5150
1075,5447
1075,5477
1075,5574
1075,5596
1075,5662
1075,5667
1075,5859
1075,6129
1075,6220
1075,6261
1075,6262
1075,6266
1075,6299
1075,6303
1075,6304
1075,6309
1075,6312
1075,6313
1075,6314
1075,6315
1075,6316
1075,6317
1075,6318
1075,6321
1075,6322
1075,6323
1075,6328
1075,6329
1075,6331
1075,6332
1075,6577
1075,6581
1075,6599
1075,6600
1075,6601
1075,6613
1075,6617
1075,6649
1075,6672
1075,6674
1075,6685
1075,6693
1075,6733
1075,6739
1075,6750
1075,6759
1075,6762
1075,6771
1075,6777
1075,6787
1075,6792
1075,6829
1075,6852
1075,6858
1075,6859
1075,6861
1075,6865
1075,6885
1075,6888
1075,6891
1075,6897
1075,6901
1075,6903
1075,6910
1075,6921
1075,6923
1075,6936
1075,6940
1075,6957
1075,6958
1075,6968
1075,6988
1075,6990
1075,6993
1075,7016
1075,7023
1075,7024
1075,7027
1075,7028
1075,7033
1075,7052
1075,7068
1075,7070
1075,7076
1075,7081
1075,7088
1075,7095
1075,7117
1075,7133
1075,7142
1075,7143
1075,7145
1075,7161
1075,7167
1075,7175
1075,7191
1075,7210
1075,7215
1075,7226
1075,7266
1075,7293
1075,7308
1075,7344
1075,7347
1075,7353
1075,7356
1075,7357
1075,7487
1075,7667
1075,7689
1075,7793
1075,7852
1075,7893
1075,7924
1075,7928
1075,7930
1075,7931
1075,7932
1075,7941
1075,7949
1075,7950
1075,7951
1075,7953
1075,7954
1075,8303
1075,8484
1075,8536
1075,8537
1075,8586
1075,8591
1075,8600
1075,8603
1075,8622
1075,8643
1075,8654
1075,8701
1075,8704
1075,8716
1075,8744
1075,8748
1075,8765
1075,8801
1075,8831
1075,8843
1075,8891
1075,8905
1075,8907
1075,8912
1075,8917
1075,8921
1075,8931
1075,8938
1075,8965
1075,8966
1075,8968
1075,8970
1075,8976
1075,8980
1075,8985
1075,8997
1075,8998
1075,9001
1075,9012
1075,9017
1075,9023
1075,9025
1075,9041
1075,9055
1075,9069
1075,9071
1075,9077
1075,9079
1075,9081
1075,9092
1075,9112
1075,9114
1075,9116
1075,9123
1075,9127
1075,9131
1075,9133
1075,9134
1075,9136
1075,9142
1075,9158
1075,9176
1075,9179
1075,9199
1075,9208
1075,9218
1075,9234
1075,9237
1075,9241
1075,9252
1075,9260
1075,9263
1075,9264
1075,9267
1075,9268
1075,9280
1075,9287
1075,9293
1075,9311
1075,9316
1075,9319
1075,9338
1075,9375
1075,9405
1075,9583
1075,9602
1075,9603
1075,9702
1075,9758
1075,9809
1075,9810
1075,9859
1075,9936
1075,9967
1075,9991
1075,10047
1075,10049
1075,11650
1075,12193
1075,12195
1075,12209
1075,12230
1075,12292
1075,12322
1075,12332
1075,12369
1075,12374
1075,12383
1075,12385
1075,12398
1075,12405
1075,12417
1075,12425
1075,12426
1075,12433
1075,12442
1075,12454
1075,12462
1075,12467
1075,12468
1075,12471
1075,12476
1075,12479
1075,12480
1075,12494
1075,12499
1075,12500
1075,13004
1075,13012
1075,13093
1075,13098
1075,13122
1075,13125
1075,13139
1075,13141
1075,13143
1075,13164
1075,13212
1075,13222
1075,13223
1075,13224
1075,13227
1075,13246
1075,13251
1075,13255
1075,13284
1075,13291
1075,13301
1075,13306
1075,13308
1075,13316
1075,13339
1075,13360
1075,13376
1075,13385
1075,13396
1075,13397
1075,13399
1075,13400
1075,13410
1075,13412
1075,13413
1075,13419
1075,13427
1075,13429
1075,13446
1075,13468
1075,13476
1075,13480
1075,13485
1075,13486
1075,13491
1075,13493
1075,13494
1075,13498
1075,13507
1075,13517
1075,13518
1075,13519
1075,13521
1075,13524
1075,13527
1075,13528
1075,13531
1075,13534
1075,13545
