uid,sid
105,2794
105,3156
105,3251
105,4523
105,5227
105,5904
105,7477
105,9369
105,10023
105,10875
105,11807
107,129
107,387
107,408
107,436
107,555
107,978
107,2298
107,2844
107,3238
107,3824
107,4120
107,5537
107,9062
107,9309
107,13364
107,14703
107,15506
118,300
118,354
118,460
118,561
118,770
118,803
118,806
118,856
118,1222
118,1256
118,1259
118,1339
118,1342
118,1362
118,1392
118,1437
118,1484
118,1606
118,1656
118,1722
118,1768
118,1781
118,1804
118,1818
118,1859
118,1871
118,1900
118,2056
118,2108
118,2286
118,2550
118,2563
118,3600
118,3605
118,4159
118,5231
118,5849
118,7801
118,9280
118,11091
118,11488
118,12238
118,13185
118,13691
118,14225
118,16716
133,169
133,204
133,552
133,1497
133,6250
133,6258
133,6550
133,9854
133,13768
160,2609
160,3853
160,3953
160,7621
160,14972
184,437
184,1392
184,1920
184,3032
184,5529
184,8075
184,13274
199,275
199,355
199,806
199,865
199,1017
199,1094
199,1126
199,1606
199,1654
199,1656
199,1818
199,1905
199,2108
199,2275
199,3032
199,3033
199,3376
199,7355
199,7440
199,10803
219,220
219,355
219,806
219,856
219,1067
219,1491
219,1606
219,1694
219,1780
219,1901
219,2536
219,2857
219,3121
219,3156
219,3266
219,3303
219,3376
219,3483
219,3495
219,3791
219,3976
219,4151
219,4804
219,5227
219,5411
219,5904
219,7083
219,12703
219,12824
219,13734
225,66
225,107
225,169
225,281
225,316
225,381
225,387
225,408
225,532
225,555
225,732
225,839
225,896
225,956
225,1344
225,1437
225,1478
225,1647
225,1674
225,1731
225,1767
225,2298
225,2354
225,2560
225,2609
225,2623
225,2672
225,2896
225,3190
225,3197
225,3224
225,3303
225,3483
225,3555
225,3639
225,3801
225,3911
225,4135
225,4180
225,4281
225,5537
225,6002
225,6342
225,6346
225,7318
225,7714
225,7831
225,8075
225,8224
225,9364
225,9854
225,11899
225,12219
225,12238
225,12688
225,13274
225,14210
225,14703
225,14827
225,14882
225,15421
225,15927
225,16019
234,1202
234,1449
234,1737
234,3400
234,3486
234,3557
234,14183
278,39
278,979
278,1655
278,1656
278,1768
278,1798
278,1824
278,2133
278,2794
278,4744
278,7440
278,13169
278,13203
278,13283
278,14187
296,60
296,199
296,220
296,298
296,355
296,818
296,874
296,1067
296,1126
296,1342
296,1521
296,1544
296,1606
296,1621
296,1661
296,1707
296,1737
296,1752
296,1760
296,1780
296,1905
296,2032
296,2139
296,2258
296,2286
296,2487
296,2531
296,2539
296,2563
296,2969
296,3032
296,3045
296,3300
296,3303
296,3449
296,3483
296,3523
296,3560
296,3976
296,4526
296,4573
296,4633
296,4726
296,4760
296,5107
296,5227
296,5349
296,5469
296,5746
296,5904
296,6569
296,7269
296,7681
296,7880
296,7900
296,7962
296,7995
296,9165
296,9557
296,9932
296,10075
296,10609
296,10878
296,11603
296,11873
296,12219
296,12271
296,13535
296,16057
300,38
300,39
300,108
300,118
300,147
300,199
300,303
300,355
300,408
300,460
300,856
300,859
300,1126
300,1332
300,1342
300,1421
300,1493
300,1597
300,1606
300,1656
300,1707
300,1714
300,1767
300,1768
300,1780
300,1781
300,1785
300,1797
300,1818
300,1823
300,1859
300,1886
300,1904
300,1905
300,1914
300,1928
300,1992
300,2018
300,2029
300,2108
300,2133
300,2286
300,2380
300,2537
300,2550
300,2563
300,2792
300,3032
300,3221
300,3355
300,3376
300,3483
300,3484
300,3499
300,3500
300,3524
300,3535
300,3603
300,4612
300,4690
300,4715
300,4748
300,4847
300,5227
300,5231
300,5529
300,5625
300,5732
300,5745
300,5937
300,7014
300,7083
300,7269
300,7526
300,7562
300,7801
300,8075
300,8645
300,11046
300,11091
300,11603
300,12379
300,13185
300,13203
300,16057
300,16709
303,39
303,300
303,355
303,1067
303,1126
303,1202
303,1392
303,1521
303,1606
303,1780
303,1868
303,2108
303,2312
303,2593
303,3032
303,3483
303,3605
303,3976
303,4496
303,4523
303,5545
303,5732
303,7014
303,7200
303,7236
303,7306
303,8075
303,12502
303,13532
303,17557
311,8080
311,13203
329,102
329,1019
329,1332
329,1360
329,1421
329,1606
329,1656
329,1768
329,1821
329,1828
329,1885
329,1930
329,2102
329,2286
329,2537
329,2539
329,2564
329,3376
329,3483
329,3578
329,4612
329,4652
329,4956
329,5545
329,5746
329,7562
329,7801
329,7880
329,9776
329,10982
329,12275
329,13169
329,13283
329,13733
329,14446
329,16582
354,34
354,57
354,109
354,118
354,185
354,404
354,408
354,556
354,560
354,681
354,744
354,747
354,789
354,806
354,841
354,952
354,956
354,1001
354,1087
354,1106
354,1152
354,1162
354,1202
354,1222
354,1225
354,1256
354,1259
354,1267
354,1339
354,1385
354,1392
354,1656
354,1674
354,1731
354,1804
354,1874
354,1901
354,1999
354,2108
354,2318
354,2320
354,2340
354,2550
354,2563
354,2850
354,3227
354,3654
354,4267
354,4311
354,4414
354,4579
354,4804
354,5231
354,5478
354,5562
354,5745
354,6320
354,6569
354,6848
354,7232
354,7956
354,8014
354,10823
354,12393
354,13385
354,13422
354,13812
354,15506
355,39
355,60
355,108
355,118
355,147
355,199
355,219
355,298
355,460
355,770
355,826
355,856
355,865
355,874
355,979
355,1074
355,1126
355,1259
355,1342
355,1344
355,1392
355,1437
355,1606
355,1661
355,1664
355,1768
355,1780
355,1781
355,1821
355,1826
355,1827
355,1829
355,1905
355,1914
355,1930
355,1999
355,2037
355,2062
355,2139
355,2365
355,2531
355,2545
355,2558
355,3033
355,3156
355,3236
355,3303
355,3495
355,3523
355,4573
355,4610
355,4744
355,4847
355,4855
355,5469
355,5529
355,5545
355,5650
355,5777
355,6490
355,7200
355,7269
355,7681
355,8075
355,8645
355,9280
355,12219
355,12238
355,12824
355,13036
355,13283
355,13532
355,13560
355,14312
355,14446
355,14474
355,16582
356,39
356,118
356,555
356,770
356,856
356,874
356,1035
356,1821
356,1859
356,1886
356,1928
356,2555
356,3032
356,3430
356,3523
356,3583
356,4151
356,8645
356,13203
356,13733
356,14410
356,16582
361,43
361,44
361,66
361,149
361,204
361,315
361,360
361,463
361,848
361,1731
361,2298
361,2623
361,3721
361,4960
361,9230
361,11752
403,355
403,806
403,896
403,956
403,1106
403,1202
403,1225
403,1612
403,1767
403,1804
403,1905
403,2084
403,2188
403,2388
403,2951
403,3224
403,3376
403,3400
403,3499
403,3792
403,3801
403,4573
403,4805
403,5227
403,5287
403,5545
403,5904
403,7958
403,7994
403,8645
403,10150
403,10738
403,12219
403,12422
403,12502
403,13385
403,13532
403,14527
403,14672
408,107
408,460
408,744
408,978
408,1001
408,1035
408,1106
408,1152
408,1202
408,1222
408,1225
408,1259
408,1497
408,1511
408,1674
408,1731
408,1804
408,2056
408,2298
408,2354
408,2845
408,3266
408,3567
408,3671
408,3911
408,4151
408,4217
408,6002
408,6064
408,6848
408,7081
408,7084
408,9280
408,11983
408,13274
408,13364
436,107
436,771
436,799
436,803
436,826
436,856
436,874
436,952
436,1067
436,1126
436,1332
436,1421
436,1454
436,1521
436,1540
436,1600
436,1661
436,1674
436,1707
436,1722
436,1738
436,1781
436,1821
436,1828
436,1905
436,1934
436,1972
436,2056
436,2412
436,2536
436,2539
436,2792
436,2794
436,3303
436,3376
436,3495
436,3791
436,3911
436,4151
436,4498
436,4744
436,4803
436,4866
436,5272
436,5278
436,5379
436,5469
436,5545
436,5728
436,5732
436,6263
436,6320
436,6629
436,7056
436,7648
436,8075
436,9280
436,10855
436,10875
436,11091
436,12238
436,12422
436,13169
436,13283
436,13636
436,13691
436,13733
436,14446
460,118
460,199
460,355
460,408
460,561
460,771
460,803
460,806
460,875
460,1035
460,1202
460,1219
460,1222
460,1332
460,1339
460,1342
460,1421
460,1491
460,1606
460,1656
460,1707
460,1768
460,1826
460,1886
460,1901
460,1905
460,1928
460,2029
460,2037
460,2069
460,2101
460,2108
460,2286
460,2395
460,2550
460,2555
460,2560
460,2792
460,3045
460,3449
460,3483
460,3484
460,3523
460,3583
460,3824
460,4151
460,4159
460,4612
460,4956
460,5227
460,5231
460,5349
460,5529
460,5625
460,5732
460,7014
460,7084
460,7439
460,7829
460,7880
460,8075
460,8645
460,10342
460,11488
460,11815
460,11983
460,12184
460,12862
460,13164
460,13169
460,13203
460,13691
460,13733
460,14446
460,16057
460,16582
460,17557
472,2609
472,11290
532,22
532,129
532,136
532,162
532,387
532,496
532,625
532,830
532,891
532,956
532,1674
532,2298
532,2354
532,2384
532,2580
532,3185
532,3749
532,3824
532,3889
532,3957
532,4063
532,4180
532,4513
532,4965
532,5253
532,5912
532,6212
532,6250
532,7081
532,8177
532,8282
532,9230
532,11483
532,11983
532,12589
532,12674
532,13656
532,14429
532,14827
552,87
552,94
552,160
552,162
552,555
552,865
552,896
552,978
552,1106
552,1202
552,1259
552,1437
552,1454
552,1497
552,1674
552,1731
552,1818
552,1821
552,1859
552,1905
552,1920
552,1999
552,2298
552,2318
552,2320
552,2365
552,2623
552,2695
552,3032
552,3182
552,3224
552,3251
552,3400
552,3499
552,3671
552,3801
552,3824
552,3832
552,3863
552,4124
552,4151
552,4180
552,4439
552,4847
552,4889
552,5001
552,5227
552,5307
552,5537
552,6101
552,6250
552,6320
552,6628
552,6887
552,6978
552,7081
552,7200
552,7714
552,8075
552,9062
552,9280
552,9309
552,9440
552,12183
552,13274
552,13283
552,13443
552,13532
552,14446
552,14672
552,14703
552,15770
552,16582
555,94
555,107
555,169
555,225
555,408
555,460
555,732
555,896
555,900
555,1035
555,1087
555,1436
555,1674
555,1731
555,2298
555,2354
555,2365
555,2623
555,2845
555,3224
555,3308
555,3776
555,3911
555,4124
555,4151
555,4307
555,4889
555,5066
555,6327
555,7130
555,7714
555,8075
555,12444
555,12846
555,13274
555,13532
555,17039
561,118
561,460
561,1256
561,1392
561,1526
561,1569
561,1606
561,1656
561,1865
561,1972
561,3524
561,5231
561,7969
561,8645
561,13036
561,16660
625,18
625,379
625,460
625,532
625,638
625,1731
625,2298
625,2609
625,3639
625,3724
625,3794
625,3911
625,3916
625,3983
625,4063
625,4146
625,4180
625,5912
625,6002
625,9230
625,14827
646,18
646,162
646,169
646,2317
646,2623
646,3205
646,3953
646,4161
646,6224
646,6250
646,6342
646,11503
646,12184
646,14628
646,16179
732,66
732,94
732,107
732,162
732,204
732,408
732,460
732,532
732,555
732,715
732,830
732,956
732,1035
732,1070
732,1106
732,1225
732,1674
732,1731
732,2298
732,2611
732,2623
732,2672
732,2735
732,3776
732,3801
732,3911
732,4151
732,4180
732,4573
732,4898
732,5537
732,5913
732,6002
732,6342
732,6346
732,6357
732,6628
732,10568
732,12444
732,15237
732,16268
732,17197
737,66
737,160
737,169
737,387
737,919
737,978
737,1035
737,1674
737,1999
737,2164
737,2623
737,3238
737,3687
737,3794
737,3970
737,4245
737,5537
737,6305
737,6362
737,6595
737,8971
737,9280
737,9369
737,12210
737,17197
746,1373
746,2739
746,4214
746,4558
746,6848
746,11885
762,2155
762,4924
766,859
766,1019
766,2018
766,2073
766,2101
766,2395
766,3376
766,3524
766,3578
766,5786
766,7468
766,7562
766,8645
771,39
771,61
771,118
771,300
771,806
771,859
771,860
771,979
771,1067
771,1767
771,1818
771,1868
771,1886
771,1901
771,1914
771,1972
771,2029
771,2034
771,2037
771,2044
771,2062
771,2078
771,2101
771,2106
771,2108
771,2133
771,2395
771,2462
771,2550
771,2558
771,2563
771,2564
771,2576
771,2577
771,3227
771,3303
771,3376
771,3449
771,3484
771,3524
771,3578
771,3583
771,3600
771,4159
771,4612
771,4652
771,4659
771,4854
771,4881
771,4882
771,4956
771,5227
771,5625
771,5786
771,5864
771,7081
771,7226
771,7251
771,7552
771,7564
771,7567
771,8075
771,9280
771,11091
771,11983
771,12238
771,13083
771,13173
771,13203
771,13283
771,14125
771,14225
771,14307
771,14446
771,14492
771,15743
771,16582
771,16679
771,16899
788,7200
788,10407
788,13667
792,1329
792,1354
792,1664
792,1781
792,1905
792,2560
792,2593
792,2785
792,3003
792,3236
792,3605
792,4523
792,5545
792,5565
792,5690
792,6104
792,7125
792,7449
792,8075
792,12502
792,12846
792,12874
792,13535
792,14291
792,14977
792,17344
792,17471
803,118
803,436
803,460
803,1018
803,1256
803,1259
803,1332
803,1360
803,1392
803,1437
803,1526
803,1682
803,1767
803,1768
803,1781
803,1800
803,1818
803,1859
803,1868
803,1886
803,1905
803,1972
803,1988
803,2000
803,2022
803,2029
803,2034
803,2044
803,2062
803,2073
803,2108
803,2123
803,2132
803,2395
803,2539
803,2553
803,2558
803,2560
803,2572
803,2574
803,2774
803,2798
803,3303
803,3522
803,3524
803,3578
803,3591
803,3600
803,3601
803,3605
803,4612
803,4854
803,4866
803,4956
803,5227
803,5625
803,7014
803,7083
803,7226
803,7246
803,7439
803,7537
803,7829
803,10934
803,10972
803,11488
803,11983
803,12238
803,13203
803,13244
803,13636
803,13691
803,13733
803,14122
803,14125
803,14225
803,14446
806,61
806,118
806,199
806,354
806,403
806,561
806,771
806,856
806,865
806,896
806,1074
806,1202
806,1222
806,1256
806,1332
806,1342
806,1437
806,1768
806,1771
806,1826
806,1827
806,1886
806,2029
806,2108
806,2286
806,2365
806,2462
806,2519
806,2531
806,2550
806,2558
806,2563
806,2572
806,2573
806,2617
806,2764
806,3251
806,3303
806,3382
806,3483
806,4498
806,4855
806,5227
806,5529
806,5849
806,6569
806,7081
806,7200
806,7567
806,7681
806,7857
806,8075
806,8645
806,10934
806,11488
806,11983
806,13203
806,13283
806,13560
806,14474
806,16582
826,436
826,1035
826,1052
826,1126
826,1437
826,1661
826,1905
826,2139
826,2253
826,2460
826,3483
826,3486
826,3555
826,3791
826,5874
826,7681
826,10150
826,10800
826,10893
826,12219
826,13019
826,13274
826,13532
826,13756
826,14366
826,16444
843,1560
843,1656
843,1781
843,2139
843,4855
843,5904
843,11815
854,561
854,1017
854,1035
854,1067
854,1259
854,1454
854,2057
854,3045
854,3396
854,3500
854,7562
854,12184
854,13164
854,15948
856,39
856,40
856,60
856,118
856,146
856,199
856,220
856,355
856,356
856,436
856,460
856,806
856,874
856,952
856,1126
856,1202
856,1339
856,1342
856,1344
856,1392
856,1437
856,1521
856,1540
856,1544
856,1606
856,1656
856,1750
856,1768
856,1780
856,1818
856,1859
856,1871
856,1928
856,2017
856,2108
856,2139
856,2258
856,2275
856,2412
856,2531
856,2539
856,2555
856,2857
856,3012
856,3032
856,3156
856,3251
856,3483
856,3495
856,4503
856,4523
856,4526
856,4690
856,4726
856,5227
856,5728
856,5745
856,5746
856,5904
856,7014
856,7083
856,7269
856,7562
856,7900
856,8075
856,10014
856,10875
856,10934
856,10982
856,11091
856,12238
856,13036
856,13164
856,13185
856,13203
856,14446
856,14474
856,16582
856,17500
858,56
858,771
858,859
858,1219
858,1332
858,1757
858,1824
858,1930
858,1990
858,2017
858,2034
858,2066
858,2488
858,3222
858,3376
858,3449
858,4105
858,4652
858,7083
858,7140
858,7468
858,7562
858,10077
858,13691
858,14522
858,15743
858,15768
858,16716
859,61
859,118
859,766
859,771
859,1332
859,1360
859,1824
859,1868
859,1905
859,2017
859,2032
859,2034
859,2044
859,2078
859,2098
859,2106
859,2108
859,2132
859,2395
859,2863
859,3376
859,3483
859,3524
859,3578
859,3600
859,4612
859,4874
859,4882
859,5227
859,5786
859,7081
859,7226
859,7468
859,7498
859,7562
859,7567
859,8645
859,11249
859,11983
859,12238
859,13083
859,13203
859,13733
859,14225
859,14307
859,14446
859,15743
859,16019
859,16457
860,771
860,858
860,859
860,1332
860,1767
860,1914
860,2017
860,2072
860,2098
860,2136
860,3376
860,3524
860,4658
860,5821
860,7251
860,7439
860,7498
860,7564
860,7567
860,13221
860,14492
861,1332
862,891
862,2317
862,4067
862,5788
862,7621
862,12779
862,15171
865,34
865,59
865,97
865,109
865,185
865,199
865,355
865,549
865,806
865,956
865,1126
865,1165
865,1194
865,1296
865,1342
865,1360
865,1437
865,1606
865,1767
865,1826
865,1934
865,1988
865,1999
865,2139
865,2365
865,2389
865,2475
865,2485
865,2560
865,2563
865,2617
865,2757
865,3321
865,3376
865,3382
865,3567
865,3791
865,3911
865,4199
865,4307
865,4538
865,4653
865,4686
865,4889
865,5028
865,5127
865,5227
865,5302
865,5411
865,6002
865,6127
865,6320
865,7056
865,7200
865,7594
865,7828
865,7957
865,8050
865,8075
865,8562
865,9280
865,10800
865,12183
865,13364
865,13385
865,13532
865,13691
865,13994
865,14108
865,14446
865,14809
865,17321
865,17465
875,39
875,60
875,108
875,118
875,328
875,460
875,771
875,803
875,1126
875,1222
875,1248
875,1256
875,1342
875,1362
875,1606
875,1849
875,2033
875,2066
875,2101
875,2108
875,2519
875,2863
875,4804
875,4854
875,4881
875,11488
875,11815
875,14505
883,66
883,639
883,2298
883,2653
883,6236
896,460
896,532
896,806
896,977
896,1034
896,1106
896,1146
896,1159
896,1202
896,1332
896,1497
896,1511
896,1521
896,1731
896,1999
896,2056
896,2298
896,2354
896,2365
896,2739
896,2757
896,2764
896,2844
896,3185
896,3224
896,3321
896,3555
896,3687
896,3776
896,3824
896,3832
896,3911
896,4180
896,4889
896,5028
896,5272
896,5667
896,6002
896,6320
896,6342
896,6421
896,7056
896,7200
896,7714
896,7804
896,9412
896,10800
896,11091
896,11873
896,11899
896,12011
896,12730
896,13135
896,13185
896,13274
896,13364
896,13636
896,13733
896,14446
896,14827
896,15421
896,17197
944,327
944,328
944,354
944,956
944,1202
944,1233
944,1375
944,1404
944,1426
944,1437
944,1441
944,1443
944,1491
944,1606
944,1767
944,1804
944,1818
944,1905
944,2320
944,2485
944,2563
944,2826
944,2965
944,3251
944,3303
944,3344
944,3430
944,3483
944,3499
944,3911
944,4601
944,4653
944,5187
944,5227
944,5379
944,5411
944,5692
944,5720
944,5745
944,6100
944,6628
944,6953
944,7200
944,7203
944,8075
944,10800
944,11544
944,12495
944,13491
944,13535
944,13551
944,13812
944,15927
944,16170
944,16461
944,16709
946,2563
946,9854
952,354
952,436
952,806
952,856
952,1035
952,1074
952,1202
952,1421
952,1491
952,1602
952,1606
952,1804
952,1821
952,1828
952,1859
952,1905
952,2017
952,2376
952,2519
952,2531
952,2539
952,2555
952,2558
952,2560
952,2563
952,2725
952,3045
952,3121
952,3156
952,3251
952,3303
952,3418
952,3483
952,3557
952,3567
952,3583
952,3598
952,3605
952,3824
952,3976
952,4217
952,4461
952,4612
952,4690
952,4967
952,5227
952,5231
952,5272
952,5469
952,5545
952,5745
952,5746
952,5904
952,6190
952,7014
952,7202
952,7232
952,8075
952,10744
952,10875
952,10934
952,11091
952,12219
952,12238
952,12403
952,13203
952,13391
952,13535
952,13560
952,13691
952,16582
954,978
954,1001
954,1202
954,1259
954,2354
954,2786
954,3911
954,4653
954,4889
954,4898
954,8075
954,10568
954,11625
954,15216
976,839
976,1048
976,1674
976,3639
976,7861
978,107
978,408
978,436
978,460
978,1087
978,1106
978,1202
978,1392
978,1421
978,2354
978,2563
978,2845
978,3213
978,3567
978,3824
978,4659
978,8075
978,12183
978,12730
979,102
979,278
979,859
979,1035
979,1040
979,1126
979,1392
979,1656
979,1824
979,1843
979,2034
979,2037
979,3205
979,3236
979,3251
979,4192
979,4847
979,5379
979,6628
979,9632
979,10057
979,12238
979,12434
979,13203
979,13364
979,13733
985,806
985,1768
985,1859
985,1928
985,1978
985,2792
985,4653
985,8075
985,11091
985,12730
985,13274
1001,97
1001,129
1001,195
1001,354
1001,380
1001,408
1001,715
1001,954
1001,977
1001,1034
1001,1106
1001,1152
1001,1165
1001,1256
1001,1392
1001,1491
1001,1497
1001,1999
1001,2196
1001,2321
1001,2326
1001,2340
1001,2354
1001,3567
1001,3671
1001,3791
1001,4265
1001,5001
1001,5445
1001,5947
1001,6320
1001,6628
1001,7081
1001,9417
1001,9620
1001,10682
1001,11625
1001,12183
1001,12210
1001,12516
1001,12730
1001,15398
1018,39
1018,61
1018,118
1018,298
1018,300
1018,355
1018,770
1018,803
1018,856
1018,1035
1018,1259
1018,1606
1018,1710
1018,1768
1018,1859
1018,1914
1018,1928
1018,2108
1018,2455
1018,2555
1018,3251
1018,3376
1018,3449
1018,3600
1018,4612
1018,4881
1018,4956
1018,5349
1018,5545
1018,5625
1018,6953
1018,7226
1018,7439
1018,8075
1018,9280
1018,11091
1018,13036
1018,13691
1018,16660
1018,17563
1019,60
1019,118
1019,329
1019,766
1019,771
1019,859
1019,861
1019,875
1019,1256
1019,1332
1019,1360
1019,1767
1019,1800
1019,1998
1019,2134
1019,2558
1019,2560
1019,2563
1019,3303
1019,3403
1019,3449
1019,3495
1019,3524
1019,3791
1019,4497
1019,4518
1019,4523
1019,4612
1019,4658
1019,4854
1019,4855
1019,4882
1019,5227
1019,5529
1019,5777
1019,5786
1019,7200
1019,7562
1019,8645
1019,9280
1019,13203
1019,13221
1019,13244
1019,13733
1019,14225
1019,16716
1061,342
1061,520
1061,865
1061,1259
1061,1360
1061,1920
1061,2389
1061,2949
1061,3344
1061,3791
1061,4579
1061,5227
1061,5276
1061,9077
1061,13274
1061,13288
1061,13532
1061,13762
1061,17254
1067,303
1067,956
1067,1332
1067,1392
1067,1606
1067,1722
1067,1781
1067,2069
1067,2531
1067,3495
1067,4854
1067,7269
1069,979
1069,1905
1069,7014
1074,293
1074,355
1074,806
1074,952
1074,1035
1074,1067
1074,1225
1074,1339
1074,1656
1074,1780
1074,3251
1074,3303
1074,5904
1074,7232
1074,11983
1074,13203
1074,16582
1081,10351
1087,460
1087,977
1087,978
1087,996
1087,1035
1087,1106
1087,1158
1087,1202
1087,1250
1087,1497
1087,1511
1087,1731
1087,2623
1087,2845
1087,3204
1087,3801
1087,3824
1087,4014
1087,4151
1087,4561
1087,5028
1087,7801
1087,8075
1087,8578
1087,11983
1087,12183
1087,13443
1087,17197
1098,1421
1098,2573
1103,102
1103,2365
1103,3791
1103,5529
1103,9854
1103,13443
1103,15398
1106,34
1106,97
1106,408
1106,460
1106,681
1106,744
1106,747
1106,896
1106,978
1106,1001
1106,1034
1106,1035
1106,1077
1106,1087
1106,1152
1106,1167
1106,1174
1106,1222
1106,1225
1106,1348
1106,1436
1106,1731
1106,1999
1106,2077
1106,2197
1106,2318
1106,2340
1106,2844
1106,2845
1106,3212
1106,3567
1106,3671
1106,3709
1106,4855
1106,5227
1106,5445
1106,6491
1106,6753
1106,7081
1106,7801
1106,7834
1106,7957
1106,8075
1106,8562
1106,9280
1106,9792
1106,10682
1106,12730
1106,13364
1106,14770
1106,15149
1106,15770
1106,16154
1106,17299
1107,185
1107,1034
1107,1404
1107,3156
1107,3792
1107,5227
1107,5412
1107,5745
1107,10326
1107,13203
1110,874
1110,1824
1110,1828
1110,2026
1110,2275
1110,4498
1110,5545
1110,7269
1110,13164
1116,437
1116,552
1116,1106
1116,2739
1116,4124
1116,4653
1116,4855
1116,9280
1116,9396
1116,10568
1116,11511
1116,15770
1123,865
1126,397
1126,403
1126,436
1126,460
1126,806
1126,826
1126,865
1126,979
1126,1035
1126,1202
1126,1342
1126,1344
1126,1478
1126,1491
1126,1521
1126,1540
1126,1560
1126,1654
1126,1656
1126,1664
1126,1676
1126,1731
1126,1767
1126,1803
1126,1886
1126,1905
1126,1934
1126,2069
1126,2142
1126,2354
1126,2380
1126,2388
1126,2512
1126,2550
1126,2558
1126,2560
1126,2563
1126,2845
1126,2969
1126,3156
1126,3234
1126,3251
1126,3266
1126,3303
1126,3308
1126,3382
1126,3400
1126,3483
1126,3495
1126,3523
1126,3557
1126,3605
1126,3911
1126,4573
1126,4653
1126,4803
1126,5227
1126,5545
1126,6505
1126,7200
1126,7306
1126,7332
1126,8075
1126,9932
1126,10342
1126,12422
1126,13274
1126,13532
1126,14446
1126,14474
1126,14527
1126,16808
1131,3824
1131,13286
1131,14922
1139,354
1139,1259
1139,1392
1139,2455
1139,3045
1139,3483
1139,4968
1139,12257
1139,13283
1142,97
1142,109
1142,342
1142,415
1142,681
1142,841
1142,865
1142,997
1142,1013
1142,1202
1142,1233
1142,1256
1142,1296
1142,1509
1142,1901
1142,1999
1142,2069
1142,2354
1142,2845
1142,2951
1142,3033
1142,3259
1142,3791
1142,4439
1142,5227
1142,5379
1142,5529
1142,5929
1142,9642
1142,11009
1142,14527
1142,15506
1159,39
1159,61
1159,97
1159,199
1159,300
1159,355
1159,356
1159,436
1159,859
1159,874
1159,896
1159,979
1159,1106
1159,1180
1159,1339
1159,1392
1159,1656
1159,1780
1159,1785
1159,1824
1159,1859
1159,1920
1159,1930
1159,2062
1159,2098
1159,2106
1159,2108
1159,2136
1159,2139
1159,2258
1159,2486
1159,2550
1159,2555
1159,2563
1159,2576
1159,2794
1159,2857
1159,3376
1159,3578
1159,3582
1159,3603
1159,4395
1159,4498
1159,4652
1159,4804
1159,4842
1159,4847
1159,4855
1159,4956
1159,5227
1159,5746
1159,5821
1159,6780
1159,7073
1159,7081
1159,7200
1159,7226
1159,9062
1159,9500
1159,10363
1159,10816
1159,10875
1159,11224
1159,12973
1159,13169
1159,13283
1159,14523
1159,14628
1159,14703
1159,16057
1159,17137
1202,118
1202,408
1202,460
1202,806
1202,856
1202,859
1202,952
1202,1067
1202,1126
1202,1222
1202,1256
